id_user,word1,word2,totals
suka_case_suka,rasa,kasih,1
suka_case_suka,kasih,sayang,1
suka_case_suka,sayang,ibu,1
suka_case_suka,ibu,kepada,1
suka_case_suka,kepada,anaknya,1
suka_case_suka,anaknya,quotes,1
suka_case_suka,quotes,motivasihidup,1
suka_case_suka,motivasihidup,ibu,1
suka_case_suka,ibu,kasihsayangibu,1
suka_case_suka,kapan,lagi,5
suka_case_suka,lagi,bisa,5
suka_case_suka,bisa,order,5
suka_case_suka,order,custom,5
suka_case_suka,case,dengan,5
suka_case_suka,dengan,beberapa,5
suka_case_suka,beberapa,free,5
suka_case_suka,free,gratis,5
suka_case_suka,gratis,tulis,5
suka_case_suka,nama,sendiri,5
suka_case_suka,15000,gratis,6
suka_case_suka,gratis,desain,6
suka_case_suka,10000,gratis,5
suka_case_suka,gratis,revisian,5
suka_case_suka,revisian,sampai,5
suka_case_suka,dengan,desain,11
suka_case_suka,desain,yang,5
suka_case_suka,yang,diingini,5
suka_case_suka,diingini,gratis,5
suka_case_suka,gratis,pilih,5
suka_case_suka,pilih,katalog,5
suka_case_suka,katalog,sendiri,5
suka_case_suka,sendiri,ada,5
suka_case_suka,ada,lebih,5
suka_case_suka,lebih,dari,5
suka_case_suka,dari,1000desain,5
suka_case_suka,1000desain,katalog,5
suka_case_suka,katalog,yang,6
suka_case_suka,yang,bisa,5
suka_case_suka,bisa,dipilih,5
suka_case_suka,dipilih,sesuai,5
suka_case_suka,sesuai,selera,12
suka_case_suka,selera,pengerjaan,5
suka_case_suka,12hari,kerja,5
suka_case_suka,kerja,buat,5
suka_case_suka,buat,kado,5
suka_case_suka,kado,untuk,5
suka_case_suka,untuk,orang,5
suka_case_suka,orang,yang,5
suka_case_suka,yang,tersayang,5
suka_case_suka,tersayang,sahabat,5
suka_case_suka,sahabat,keluarga,5
suka_case_suka,keluarga,atau,5
suka_case_suka,atau,koleksi,5
suka_case_suka,koleksi,sendiri,5
suka_case_suka,sendiri,format,5
suka_case_suka,format,ordernya,5
suka_case_suka,ordernya,ka,5
suka_case_suka,ka,nama,5
suka_case_suka,nama,penerima,5
suka_case_suka,penerima,no,5
suka_case_suka,no,hp,5
suka_case_suka,hp,penerima,5
suka_case_suka,penerima,alamat,5
suka_case_suka,alamat,lengkap,5
suka_case_suka,lengkap,harus,5
suka_case_suka,harus,ada,5
suka_case_suka,ada,kecamatan,5
suka_case_suka,kecamatan,minat,5
suka_case_suka,minat,please,5
suka_case_suka,please,dm,5
suka_case_suka,081339698692,coffeeshop,1
suka_case_suka,coffeeshop,kopihitam,1
suka_case_suka,kopihitam,customcaseku,1
suka_case_suka,jualcustomcase,sukacustomcase,1
suka_case_suka,jadilah,seperti,1
suka_case_suka,seperti,kopi,1
suka_case_suka,kopi,meski,1
suka_case_suka,meski,pahit,1
suka_case_suka,pahit,tp,1
suka_case_suka,tp,banyak,1
suka_case_suka,yang,suka,1
suka_case_suka,suka,kapan,1
suka_case_suka,081339698692,caseoppo,1
suka_case_suka,caseoppo,casingvivoy21,1
suka_case_suka,casingvivoy21,casesamsungj32016,1
suka_case_suka,casesamsungs8,customcasesurabaya,1
suka_case_suka,tempat,kopi,1
suka_case_suka,kopi,pada,1
suka_case_suka,pada,tempatnya,1
suka_case_suka,tempatnya,kapan,1
suka_case_suka,081339698692,casecoffee,1
suka_case_suka,casecoffee,coffe,1
suka_case_suka,coffe,caseoppo,1
suka_case_suka,caseoppo,customcasesurabaya,1
suka_case_suka,customcasesurabaya,customcasesurakarta,1
suka_case_suka,customcasesurakarta,customcasejakarta,1
suka_case_suka,coffe,holic,1
suka_case_suka,holic,kapan,1
suka_case_suka,081339698692,casecustom,1
suka_case_suka,casecustom,customcaseku,1
suka_case_suka,jualcustomcase,casesamsung,1
suka_case_suka,casesamsung,caseiphone,1
suka_case_suka,casevivo,caseoppof11pro,1
suka_case_suka,burgeeer,siap,1
suka_case_suka,siap,santap,1
suka_case_suka,santap,siang,1
suka_case_suka,siang,hehehehe,1
suka_case_suka,hehehehe,bosen,1
suka_case_suka,bosen,banget,6
suka_case_suka,banget,ga,6
suka_case_suka,ga,sih,6
suka_case_suka,sih,dengan,6
suka_case_suka,dengan,hp,6
suka_case_suka,hp,kalian,6
suka_case_suka,kalian,mau,6
suka_case_suka,mau,ganti,6
suka_case_suka,ganti,mahal,6
suka_case_suka,mahal,gimana,6
suka_case_suka,gimana,ya,6
suka_case_suka,ya,ganti,6
suka_case_suka,ganti,aja,6
suka_case_suka,aja,casingnya,6
suka_case_suka,casingnya,nih,6
suka_case_suka,nih,kita,6
suka_case_suka,kita,mau,6
suka_case_suka,mau,nawarin,6
suka_case_suka,nawarin,case,6
suka_case_suka,case,custom,7
suka_case_suka,custom,yang,6
suka_case_suka,yang,desainnya,6
suka_case_suka,desainnya,bisa,6
suka_case_suka,bisa,di,6
suka_case_suka,di,print,6
suka_case_suka,print,dengan,6
suka_case_suka,desain,sesuai,12
suka_case_suka,keinginan,kalian,6
suka_case_suka,kalian,pokoknya,6
suka_case_suka,pokoknya,unik,6
suka_case_suka,unik,dan,6
suka_case_suka,dan,ga,6
suka_case_suka,ga,ada,6
suka_case_suka,ada,duanya,6
suka_case_suka,duanya,deh,6
suka_case_suka,deh,cuman,6
suka_case_suka,cuman,kamu,6
suka_case_suka,kamu,yang,6
suka_case_suka,yang,punya,6
suka_case_suka,punya,kita,6
suka_case_suka,kita,punya,7
suka_case_suka,punya,hampir,7
suka_case_suka,hampir,setiap,7
suka_case_suka,setiap,tipe,7
suka_case_suka,tipe,hp,7
suka_case_suka,hp,loh,7
suka_case_suka,loh,dari,7
suka_case_suka,dari,yg,7
suka_case_suka,yg,baru,7
suka_case_suka,baru,sampe,7
suka_case_suka,sampe,yang,7
suka_case_suka,yang,jadul,7
suka_case_suka,jadul,juga,7
suka_case_suka,juga,kualitas,7
suka_case_suka,kualitas,nya,7
suka_case_suka,nya,premium,7
suka_case_suka,premium,dan,7
suka_case_suka,dan,yg,7
suka_case_suka,yg,pastinya,7
suka_case_suka,pastinya,akan,7
suka_case_suka,akan,melindungi,7
suka_case_suka,melindungi,hp,7
suka_case_suka,hp,kamu,7
suka_case_suka,kamu,dari,7
suka_case_suka,dari,hal2,7
suka_case_suka,hal2,yg,7
suka_case_suka,yg,gak,7
suka_case_suka,gak,diinginkan,7
suka_case_suka,diinginkan,harganya,7
suka_case_suka,harganya,juga,7
suka_case_suka,juga,oke,7
suka_case_suka,oke,banget,7
suka_case_suka,banget,cuma,7
suka_case_suka,cuma,80rb,6
suka_case_suka,80rb,aja,6
suka_case_suka,aja,dengan,7
suka_case_suka,dengan,harga,7
suka_case_suka,harga,segitu,7
suka_case_suka,segitu,kamu,7
suka_case_suka,kamu,udah,7
suka_case_suka,udah,bisa,7
suka_case_suka,bisa,free,7
suka_case_suka,free,tambah,7
suka_case_suka,tambah,nama,7
suka_case_suka,nama,seharga,6
suka_case_suka,free,edit,7
suka_case_suka,edit,desain,6
suka_case_suka,selera,seharga,6
suka_case_suka,10000,semua,6
suka_case_suka,semua,bergaransi,7
suka_case_suka,bergaransi,loh,7
suka_case_suka,loh,tukar,7
suka_case_suka,tukar,baru,7
suka_case_suka,baru,tanpab,6
suka_case_suka,tanpab,bayar,6
suka_case_suka,bayar,lagi,6
suka_case_suka,lagi,pengerjaan,6
suka_case_suka,kerja,dm,6
suka_case_suka,dm,or,6
suka_case_suka,081339698692,tanya,6
suka_case_suka,tanya,tanya,7
suka_case_suka,tanya,dlu,6
suka_case_suka,dlu,juga,6
suka_case_suka,juga,boleeeh,6
suka_case_suka,boleeeh,caseiphone,1
suka_case_suka,caseiphone,samsungcase,1
suka_case_suka,samsungcase,casevivo,1
suka_case_suka,casevivo,caseoppo,1
suka_case_suka,kripik,kentang,1
suka_case_suka,kentang,bosen,1
suka_case_suka,boleeeh,casemakanan,2
suka_case_suka,casemakanan,caseunikmurah,1
suka_case_suka,donuuuts,bosen,1
suka_case_suka,boleeeh,caseoppoa3s,1
suka_case_suka,caseoppoa3s,casemakanan,1
suka_case_suka,casemakanan,casefotosendiri,1
suka_case_suka,casefotosendiri,caseiphone7plus,1
suka_case_suka,caseiphone7plus,caseunikmurah,1
suka_case_suka,macaroooon,bosen,1
suka_case_suka,boleeeh,caseunikmurah,1
suka_case_suka,caseunikmurah,casemurahmeriah,1
suka_case_suka,casemurahmeriah,casefotosendiri,1
suka_case_suka,casefotosendiri,casekartun,1
suka_case_suka,coklaaaaat,mmmm,1
suka_case_suka,mmmm,tapi,1
suka_case_suka,tapi,ingat,1
suka_case_suka,ingat,itu,1
suka_case_suka,itu,casing,1
suka_case_suka,casing,yaaaaak,1
suka_case_suka,yaaaaak,bosen,1
suka_case_suka,casemakanan,caseiphone7plus,1
suka_case_suka,caseiphone7plus,caseoppoa3s,1
suka_case_suka,caseoppoa3s,casevivoy93,1
suka_case_suka,casevivoy93,casesamsung,1
suka_case_suka,testi,real,1
suka_case_suka,real,testi,1
suka_case_suka,testi,dari,1
suka_case_suka,dari,konsumen,1
suka_case_suka,konsumen,sukacasesuka,1
suka_case_suka,sukacasesuka,gratis,1
suka_case_suka,gratis,cetak,1
suka_case_suka,cetak,casing,1
suka_case_suka,casing,seharga,1
